lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,4.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,4.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,9.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,12.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,29.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,4.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,9.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,8.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,296.0

----------------------------------------------------------------------------------------------------,
gpu_tot_sim_cycle\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,7722.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,7009.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,71170.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,44386.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,53853.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,8389.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,83632.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,26259.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,17418.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,70720.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,61936.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,29962.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,28717.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,15163.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,14048.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,1172585.0

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,9496.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,18932.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,13450.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,1024.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,26943.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,18819.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,128.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,576.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,1344.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,2340.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,1820.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,78752.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,3017.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,8656.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,26880.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,444879.0

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,9569.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,18932.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,13451.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,1024.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,27043.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,18819.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,128.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,576.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,1344.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,2340.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,1820.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,78752.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,3021.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,8704.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,26880.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,462658.0

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,11776.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,20486.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,14172.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,2196.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,1962.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,3838.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,960.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,372.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,448.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,1656.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,1288.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,5625.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,500.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,32.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,4096.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,50539.0

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,12288.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,20486.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,14424.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,2196.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,1962.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,20522.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,960.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,372.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,448.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,1656.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,1288.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,7500.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,625.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,20480.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,4096.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,50539.0

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[CHIPLET_ACC_R\]\[HIT\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,0.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,0.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,0.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,0.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,0.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,0.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,0.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,0.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,0.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,0.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,0.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,0.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,0.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,0.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,0.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,0.0

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[CHIPLET_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,NA
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,NA
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,NA
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,NA
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,NA
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,NA
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,NA
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,NA
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,NA
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,NA
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,NA
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,NA
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,NA
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,NA
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,NA
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,NA

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[CHIPLET_ACC_W\]\[HIT\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,0.0
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,0.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,0.0
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,0.0
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,0.0
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,0.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,0.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,0.0
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,0.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,0.0
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_2PiS_S_iiii,0.0
nn-rodinia-2.0-ft/__data_filelist_4_3_30_90___data_filelist_4_3_30_90_result_txt--_Z6euclidPcffPfiii,0.0
pathfinder-rodinia-2.0-ft/1000_20_5___data_result_1000_20_5_txt--_Z14dynproc_kerneliPiS_S_iiii,0.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_1PfS_S_S_S_S_iif,0.0
srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt--_Z11srad_cuda_2PfS_S_S_S_S_iiff,0.0
streamcluster-rodinia-2.0-ft/3_6_16_1024_1024_100_none_output_txt_1___data_result_3_6_16_1024_1024_100_none_1_txt--_Z12pgain_kerneliilP5PointiPfS1_PiPb,0.0

----------------------------------------------------------------------------------------------------,
\s+L2_cache_stats_breakdown\[CHIPLET_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*),
APPS,QV100-SASS-Accelwattch_SASS_SIM
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z22bpnn_layerforward_CUDAPfS_S_S_ii,NA
backprop-rodinia-2.0-ft/4096___data_result_4096_txt--_Z24bpnn_adjust_weights_cudaPfiS_iS_S_,NA
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z6KernelP4NodePiPbS2_S2_S1_i,NA
bfs-rodinia-2.0-ft/__data_graph4096_txt___data_graph4096_result_txt--_Z7Kernel2PbS_S_S_i,NA
hotspot-rodinia-2.0-ft/30_6_40___data_result_30_6_40_txt--_Z14calculate_tempiPfS_iiiiffffff,NA
heartwall-rodinia-2.0-ft/__data_test_avi_1___data_result_1_txt--_Z6kernelv,NA
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_diagonalPfii,NA
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z13lud_perimeterPfii,NA
lud-rodinia-2.0-ft/_v__b__i___data_64_dat--_Z12lud_internalPfii,NA
nw-rodinia-2.0-ft/128_10___data_result_128_10_txt--_Z20needle_cuda_shared_1PiS_S_iiii,NA
